Europe,United Kingdom,2020-01-05,0,67508936,0
Europe,United Kingdom,2020-01-06,0,67508936,0
Europe,United Kingdom,2020-01-07,0,67508936,0
Europe,United Kingdom,2020-01-08,0,67508936,0
Europe,United Kingdom,2020-01-09,0,67508936,0
Europe,United Kingdom,2020-01-10,0,67508936,0
Europe,United Kingdom,2020-01-11,0,67508936,0
Europe,United Kingdom,2020-01-12,0,67508936,0
Europe,United Kingdom,2020-01-13,0,67508936,0
Europe,United Kingdom,2020-01-14,0,67508936,0
Europe,United Kingdom,2020-01-15,0,67508936,0
Europe,United Kingdom,2020-01-16,0,67508936,0
Europe,United Kingdom,2020-01-17,0,67508936,0
Europe,United Kingdom,2020-01-18,0,67508936,0
Europe,United Kingdom,2020-01-19,0,67508936,0
Europe,United Kingdom,2020-01-20,0,67508936,0
Europe,United Kingdom,2020-01-21,0,67508936,0
Europe,United Kingdom,2020-01-22,0,67508936,0
Europe,United Kingdom,2020-01-23,0,67508936,0
Europe,United Kingdom,2020-01-24,0,67508936,0
Europe,United Kingdom,2020-01-25,0,67508936,0
Europe,United Kingdom,2020-01-26,0,67508936,0
Europe,United Kingdom,2020-01-27,0,67508936,0
Europe,United Kingdom,2020-01-28,0,67508936,0
Europe,United Kingdom,2020-01-29,0,67508936,0
Europe,United Kingdom,2020-01-30,0,67508936,0
Europe,United Kingdom,2020-01-31,0,67508936,0
Europe,United Kingdom,2020-02-01,0,67508936,0
Europe,United Kingdom,2020-02-02,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-03,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-04,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-05,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-06,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-07,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-08,1,67508936,1.48128538124197E-06
Europe,United Kingdom,2020-02-09,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-10,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-11,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-12,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-13,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-14,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-15,21,67508936,3.11069930060814E-05
Europe,United Kingdom,2020-02-16,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-17,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-18,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-19,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-20,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-21,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-22,32,67508936,4.74011321997432E-05
Europe,United Kingdom,2020-02-23,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-24,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-25,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-26,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-27,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-28,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-02-29,35,67508936,5.18449883434691E-05
Europe,United Kingdom,2020-03-01,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-02,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-03,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-04,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-05,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-06,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-07,68,67508936,0.000100727405924454
Europe,United Kingdom,2020-03-08,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-09,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-10,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-11,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-12,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-13,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-14,379,67508936,0.000561407159490708
Europe,United Kingdom,2020-03-15,2280,67508936,0.0033773306692317
Europe,United Kingdom,2020-03-16,2280,67508936,0.0033773306692317
Europe,United Kingdom,2020-03-17,2280,67508936,0.0033773306692317
Europe,United Kingdom,2020-03-18,2280,67508936,0.0033773306692317
